,ONA,ONB,combined
2023-02-17,-51.08,-118.6,-169.68
2023-02-21,0.0,0.0,0.0
2023-02-22,18.56,27.77,46.33
2023-02-23,81.69,89.76,171.45
2023-02-24,-174.91,-269.74,-444.65
2023-02-27,0.0,0.0,0.0
2023-02-28,-10.2,-20.97,-31.169999999999998
2023-03-01,1.28,-40.14,-38.86
2023-03-02,-106.32,33.05,-73.27
2023-03-03,43.18,70.99,114.16999999999999
2023-03-06,0.0,0.0,0.0
2023-03-07,-7.63,-4.81,-12.44
2023-03-08,11.58,-4.2,7.38
2023-03-09,3.21,80.51,83.72
2023-03-10,-72.09,-46.27,-118.36000000000001
2023-03-13,0.0,0.0,0.0
2023-03-14,364.93,235.11,600.04
2023-03-15,-321.36,-382.6,-703.96
2023-03-16,-160.23,-142.49,-302.72
2023-03-17,-141.76,-188.5,-330.26
2023-03-20,0.0,0.0,0.0
2023-03-21,205.36,216.91,422.27
2023-03-22,-20.36,-0.71,-21.07
2023-03-23,46.86,89.09,135.95
2023-03-24,-107.15,-94.62,-201.77
2023-03-27,0.0,0.0,0.0
2023-03-28,-51.78,-29.07,-80.85
2023-03-29,122.42,194.58,317.0
2023-03-30,93.69,122.34,216.03
2023-03-31,80.14,72.11,152.25
2023-04-03,0.0,0.0,0.0
2023-04-04,24.2,-1.37,22.83
2023-04-05,-76.65,-2.07,-78.72
2023-04-06,2.07,-37.78,-35.71
2023-04-10,-65.53,-65.92,-131.45
2023-04-11,47.09,25.33,72.42
2023-04-12,111.75,107.17,218.92000000000002
2023-04-13,42.3,29.38,71.67999999999999
2023-04-14,6.73,-33.11,-26.38
2023-04-17,0.0,0.0,0.0
2023-04-18,50.33,-4.06,46.269999999999996
2023-04-19,-65.39,-47.38,-112.77000000000001
2023-04-20,-84.1,-109.22,-193.32
2023-04-21,27.06,25.86,52.92
2023-04-24,0.0,0.0,0.0
2023-04-25,-126.45,-44.13,-170.58
2023-04-26,-63.08,6.86,-56.22
2023-04-27,36.39,80.12,116.51
2023-04-28,-30.4,-73.44,-103.84
2023-05-01,0.0,0.0,0.0
2023-05-02,-69.11,-35.13,-104.24000000000001
2023-05-03,32.15,15.7,47.849999999999994
2023-05-04,-78.99,-61.26,-140.25
2023-05-05,194.98,198.86,393.84000000000003
2023-05-08,0.0,0.0,0.0
2023-05-09,-78.58,-58.83,-137.41
2023-05-10,164.57,108.23,272.8
2023-05-11,-87.36,-121.35,-208.70999999999998
2023-05-12,36.74,73.14,109.88
2023-05-15,0.0,0.0,0.0
2023-05-16,-91.25,-75.1,-166.35
2023-05-17,73.13,122.53,195.66
2023-05-18,-49.02,-55.67,-104.69
2023-05-19,81.91,-11.63,70.28
2023-05-22,0.0,0.0,0.0
2023-05-23,-27.6,-83.59,-111.19
2023-05-24,-65.58,-45.91,-111.49
2023-05-25,-25.29,2.8,-22.49
2023-05-26,2.07,28.07,30.14
2023-05-30,0.0,0.0,0.0
2023-05-31,-58.8,-72.38,-131.18
2023-06-01,9.67,-48.15,-38.48
2023-06-02,157.11,154.26,311.37
2023-06-05,0.0,0.0,0.0
2023-06-06,-45.44,-13.68,-59.12
2023-06-07,37.76,21.21,58.97
2023-06-08,-37.17,-4.77,-41.94
2023-06-09,-14.16,-19.01,-33.17
2023-06-12,0.0,0.0,0.0
2023-06-13,33.57,33.03,66.6
2023-06-14,19.79,-86.59,-66.80000000000001
2023-06-15,-60.01,-8.11,-68.12
2023-06-16,24.32,29.34,53.66
2023-06-20,0.0,0.0,0.0
2023-06-21,-49.9,-63.49,-113.39
2023-06-22,-35.07,-37.27,-72.34
2023-06-23,-170.83,-155.87,-326.70000000000005
2023-06-26,0.0,0.0,0.0
2023-06-27,23.56,-6.14,17.419999999999998
2023-06-28,-28.79,-32.55,-61.339999999999996
2023-06-29,22.78,-19.02,3.7600000000000016
2023-06-30,99.64,136.17,235.81
2023-07-03,0.0,0.0,0.0
2023-07-05,-66.34,-108.99,-175.32999999999998
2023-07-06,-143.37,-178.43,-321.8
2023-07-07,8.86,-91.51,-82.65
2023-07-10,0.0,0.0,0.0
2023-07-11,24.25,75.18,99.43
2023-07-12,185.25,148.34,333.59000000000003
2023-07-13,36.27,43.5,79.77000000000001
2023-07-14,-11.79,109.65,97.86000000000001
2023-07-17,0.0,0.0,0.0
2023-07-18,1.86,-16.62,-14.760000000000002
2023-07-19,35.49,50.0,85.49000000000001
2023-07-20,6.1,45.25,51.35
2023-07-21,74.41,22.19,96.6
2023-07-24,0.0,0.0,0.0
2023-07-25,-25.85,-21.43,-47.28
2023-07-26,-16.61,-79.19,-95.8
2023-07-27,65.95,38.85,104.80000000000001
2023-07-28,125.6,110.18,235.78
2023-07-31,0.0,0.0,0.0
2023-08-01,-80.91,-23.93,-104.84
2023-08-02,-137.7,-111.71,-249.40999999999997
2023-08-03,-53.5,-73.69,-127.19
2023-08-04,11.72,68.6,80.32
2023-08-07,0.0,0.0,0.0
2023-08-08,-142.61,-149.14,-291.75
2023-08-09,-21.12,-12.38,-33.5
2023-08-10,41.02,119.82,160.84
2023-08-11,-55.36,-54.24,-109.6
2023-08-14,0.0,0.0,0.0
2023-08-15,-77.39,-105.47,-182.86
2023-08-16,-16.58,-25.65,-42.23
2023-08-17,27.76,71.41,99.17
2023-08-18,-99.93,-138.63,-238.56
2023-08-21,0.0,0.0,0.0
2023-08-22,40.35,2.0,42.35
2023-08-23,4.57,34.87,39.44
2023-08-24,-36.17,-38.02,-74.19
2023-08-25,48.45,93.75,142.2
2023-08-28,0.0,0.0,0.0
2023-08-29,-9.05,-13.31,-22.36
2023-08-30,-31.57,23.09,-8.48
2023-08-31,10.16,95.44,105.6
2023-09-01,91.62,137.54,229.16
2023-09-05,0.0,0.0,0.0
2023-09-06,9.63,-40.43,-30.799999999999997
2023-09-07,-70.89,-40.0,-110.89
2023-09-08,7.81,2.66,10.469999999999999
2023-09-11,0.0,0.0,0.0
2023-09-12,-26.68,-54.28,-80.96000000000001
2023-09-13,13.68,16.56,30.24
2023-09-14,97.04,135.38,232.42000000000002
2023-09-15,-55.6,-119.59,-175.19
2023-09-18,0.0,0.0,0.0
2023-09-19,2.63,-47.18,-44.55
2023-09-20,42.92,57.98,100.9
2023-09-21,-96.05,-80.82,-176.87
2023-09-22,25.74,3.38,29.119999999999997
2023-09-25,0.0,0.0,0.0
2023-09-26,-139.25,-149.48,-288.73
2023-09-27,67.42,48.58,116.0
2023-09-28,-2.73,-13.71,-16.44
2023-09-29,83.74,146.91,230.64999999999998
2023-10-02,0.0,0.0,0.0
2023-10-03,-79.28,-95.66,-174.94
2023-10-04,-14.02,4.88,-9.14
2023-10-05,-30.84,-19.45,-50.29
2023-10-06,-77.0,-63.88,-140.88
2023-10-09,0.0,0.0,0.0
2023-10-10,15.86,69.1,84.96
2023-10-11,6.82,44.3,51.12
2023-10-12,9.56,47.63,57.190000000000005
2023-10-13,35.62,74.53,110.15
2023-10-16,0.0,0.0,0.0
2023-10-17,-76.99,-106.92,-183.91
2023-10-18,-96.68,-20.29,-116.97
2023-10-19,-35.02,-4.78,-39.800000000000004
2023-10-20,-4.98,-53.69,-58.67
2023-10-23,0.0,0.0,0.0
2023-10-24,93.75,114.54,208.29000000000002
2023-10-25,-107.41,50.65,-56.76
2023-10-26,31.51,-22.27,9.240000000000002
2023-10-27,21.93,-4.21,17.72
2023-10-30,0.0,0.0,0.0
2023-10-31,13.97,-12.57,1.4000000000000004
2023-11-01,-15.31,27.84,12.53
2023-11-02,163.18,138.24,301.42
2023-11-03,201.28,109.41,310.69
2023-11-06,0.0,0.0,0.0
2023-11-07,-60.56,-24.28,-84.84
2023-11-08,-16.06,32.32,16.26
2023-11-09,76.27,56.63,132.9
2023-11-10,60.23,109.18,169.41
2023-11-13,0.0,0.0,0.0
2023-11-14,354.62,255.05,609.6700000000001
2023-11-15,-10.09,43.56,33.47
2023-11-16,-47.65,-48.59,-96.24000000000001
2023-11-17,94.07,-21.68,72.38999999999999
2023-11-20,0.0,0.0,0.0
2023-11-21,-76.94,-34.02,-110.96000000000001
2023-11-22,73.19,63.58,136.76999999999998
2023-11-24,-10.1,29.35,19.25
2023-11-27,0.0,0.0,0.0
2023-11-28,-17.45,6.51,-10.94
2023-11-29,99.08,50.66,149.74
2023-11-30,69.06,129.69,198.75
2023-12-01,-30.07,7.03,-23.04
2023-12-04,0.0,0.0,0.0
2023-12-05,-57.46,-53.9,-111.36
2023-12-06,81.33,54.01,135.34
2023-12-07,18.91,44.57,63.480000000000004
2023-12-08,-25.23,-8.9,-34.13
2023-12-11,0.0,0.0,0.0
2023-12-12,-16.03,39.09,23.060000000000002
2023-12-13,3.21,5.65,8.86
2023-12-14,198.31,65.6,263.90999999999997
2023-12-15,9.06,-102.87,-93.81
2023-12-18,0.0,0.0,0.0
2023-12-19,80.97,13.57,94.53999999999999
2023-12-20,-71.04,-54.51,-125.55000000000001
2023-12-21,131.43,126.53,257.96000000000004
2023-12-22,63.67,-21.22,42.45
2023-12-26,0.0,0.0,0.0
2023-12-27,22.94,-20.83,2.110000000000003
2023-12-28,-59.19,-9.78,-68.97
2023-12-29,-33.53,-12.2,-45.730000000000004
2024-01-02,0.0,0.0,0.0
2024-01-03,-134.07,-98.79,-232.86
2024-01-04,-9.89,31.95,22.06
2024-01-05,-77.36,-11.05,-88.41
2024-01-08,0.0,0.0,0.0
2024-01-09,-161.45,-127.55,-289.0
2024-01-10,-18.46,15.32,-3.1400000000000006
2024-01-11,-39.37,48.2,8.830000000000005
2024-01-12,136.94,16.46,153.4
2024-01-16,0.0,0.0,0.0
2024-01-17,-178.48,-117.57,-296.04999999999995
2024-01-18,74.72,-34.55,40.17
2024-01-19,36.5,57.68,94.18
2024-01-22,0.0,0.0,0.0
2024-01-23,95.81,-47.2,48.61
2024-01-24,146.3,69.77,216.07
2024-01-25,168.57,53.52,222.09
2024-01-26,56.95,-36.87,20.080000000000005
2024-01-29,0.0,0.0,0.0
2024-01-30,-63.19,-33.6,-96.78999999999999
2024-01-31,-33.38,35.88,2.5
2024-02-01,89.61,-1.21,88.4
2024-02-02,-149.05,-69.87,-218.92000000000002
2024-02-05,0.0,0.0,0.0
2024-02-06,-16.26,15.65,-0.6100000000000012
2024-02-07,23.55,72.26,95.81
2024-02-08,4.35,39.84,44.190000000000005
2024-02-09,39.13,-17.22,21.910000000000004
2024-02-12,0.0,0.0,0.0
2024-02-13,-400.86,-186.04,-586.9
2024-02-14,180.57,66.08,246.64999999999998
2024-02-15,104.8,49.07,153.87
2024-02-16,-136.78,-68.71,-205.49
2024-02-20,0.0,0.0,0.0
2024-02-21,-77.22,-50.08,-127.3
2024-02-22,36.97,134.64,171.60999999999999
2024-02-23,2.41,67.13,69.53999999999999
2024-02-26,0.0,0.0,0.0
2024-02-27,108.53,-21.19,87.34
2024-02-28,-92.36,-107.41,-199.76999999999998
2024-02-29,160.94,57.25,218.19
2024-03-01,48.9,-4.13,44.769999999999996
2024-03-04,0.0,0.0,0.0
2024-03-05,-84.58,-78.96,-163.54
2024-03-06,130.16,133.4,263.56
2024-03-07,84.2,108.7,192.9
2024-03-08,106.13,-14.21,91.91999999999999
2024-03-11,0.0,0.0,0.0
2024-03-12,-7.6,43.22,35.62
2024-03-13,-9.95,52.38,42.43000000000001
2024-03-14,-43.74,51.73,7.989999999999995
2024-03-15,-46.34,-141.49,-187.83
2024-03-18,0.0,0.0,0.0
2024-03-19,-88.85,23.13,-65.72
2024-03-20,-40.96,-52.94,-93.9
2024-03-21,52.41,73.95,126.36
2024-03-22,-8.08,1.16,-6.92
2024-03-25,0.0,0.0,0.0
2024-03-26,85.82,39.21,125.03
2024-03-27,92.99,120.59,213.57999999999998
2024-03-28,22.32,25.45,47.769999999999996
2024-04-01,23.39,1.73,25.12
2024-04-02,-150.34,-197.23,-347.57
2024-04-03,-72.15,1.76,-70.39
2024-04-04,127.69,159.29,286.98
2024-04-05,-37.69,14.3,-23.389999999999997
2024-04-08,0.0,0.0,0.0
2024-04-09,32.1,30.74,62.84
2024-04-10,-306.37,-240.09,-546.46
2024-04-11,59.12,50.84,109.96000000000001
2024-04-12,-69.38,-134.57,-203.95
2024-04-15,0.0,0.0,0.0
2024-04-16,-89.46,143.85,54.39
2024-04-17,80.56,70.58,151.14
2024-04-18,36.67,94.44,131.11
2024-04-19,-57.26,49.31,-7.949999999999996
2024-04-22,0.0,0.0,0.0
2024-04-23,-2.46,72.16,69.7
2024-04-24,-25.38,-17.32,-42.7
2024-04-25,-140.2,-284.72,-424.92
2024-04-26,26.87,-12.68,14.190000000000001
2024-04-29,0.0,0.0,0.0
2024-04-30,-114.02,-82.1,-196.12
2024-05-01,-2.45,4.87,2.42
2024-05-02,149.47,134.76,284.23
2024-05-03,201.58,288.16,489.74
2024-05-06,0.0,0.0,0.0
2024-05-07,15.26,39.67,54.93
2024-05-08,-131.74,-26.03,-157.77
2024-05-09,7.65,-22.97,-15.319999999999999
2024-05-10,27.98,67.71,95.69
2024-05-13,0.0,0.0,0.0
2024-05-14,136.55,4.66,141.21
2024-05-15,131.65,91.27,222.92000000000002
2024-05-16,-29.23,21.31,-7.920000000000002
2024-05-17,-3.46,-8.07,-11.530000000000001
2024-05-20,0.0,0.0,0.0
2024-05-21,-48.89,6.35,-42.54
2024-05-22,-46.65,-52.48,-99.13
2024-05-23,47.62,15.07,62.69
2024-05-24,86.77,25.9,112.66999999999999
2024-05-28,0.0,0.0,0.0
2024-05-29,-160.22,-195.88,-356.1
2024-05-30,75.96,-198.51,-122.55
2024-05-31,48.8,29.54,78.34
2024-06-03,0.0,0.0,0.0
2024-06-04,-89.11,-78.59,-167.7
2024-06-05,76.06,60.53,136.59
2024-06-06,-53.26,13.02,-40.239999999999995
2024-06-07,-124.37,-33.08,-157.45
2024-06-10,0.0,0.0,0.0
2024-06-11,-140.81,-100.43,-241.24
2024-06-12,311.03,218.71,529.74
2024-06-13,-34.74,-50.43,-85.17
2024-06-14,-143.21,-136.73,-279.94
2024-06-17,0.0,0.0,0.0
2024-06-18,-4.19,13.02,8.829999999999998
2024-06-20,-33.46,-30.14,-63.6
2024-06-21,-1.2,-27.57,-28.77
2024-06-24,0.0,0.0,0.0
2024-06-25,-8.95,-28.6,-37.55
2024-06-26,-75.39,-58.81,-134.2
2024-06-27,29.98,-38.21,-8.23
2024-06-28,101.52,-15.86,85.66
2024-07-01,0.0,0.0,0.0
2024-07-02,13.12,-44.06,-30.940000000000005
2024-07-03,23.78,24.56,48.34
2024-07-05,-48.12,36.81,-11.309999999999995
2024-07-08,0.0,0.0,0.0
2024-07-09,-22.54,-16.95,-39.489999999999995
2024-07-10,51.24,-4.1,47.14
2024-07-11,261.91,13.9,275.81
2024-07-12,120.13,69.41,189.54
2024-07-15,0.0,0.0,0.0
2024-07-16,107.2,82.88,190.07999999999998
2024-07-17,-120.75,-62.32,-183.07
2024-07-18,-52.89,-74.81,-127.7
2024-07-19,-22.02,-79.17,-101.19
2024-07-22,0.0,0.0,0.0
2024-07-23,-61.01,5.69,-55.32
2024-07-24,-85.71,-106.57,-192.27999999999997
2024-07-25,26.98,-4.04,22.94
2024-07-26,181.2,127.8,309.0
2024-07-29,0.0,0.0,0.0
2024-07-30,47.07,17.58,64.65
2024-07-31,59.85,1.69,61.54
2024-08-01,-12.32,65.31,52.99
2024-08-02,-435.31,-195.03,-630.34
2024-08-05,0.0,0.0,0.0
2024-08-06,37.36,19.61,56.97
2024-08-07,195.42,154.54,349.96
2024-08-08,136.58,99.64,236.22000000000003
2024-08-09,6.96,-26.23,-19.27
2024-08-12,0.0,0.0,0.0
2024-08-13,82.09,70.67,152.76
2024-08-14,38.09,-7.52,30.570000000000004
2024-08-15,263.0,265.59,528.5899999999999
2024-08-16,-41.87,-54.39,-96.25999999999999
2024-08-19,0.0,0.0,0.0
2024-08-20,-20.63,-31.48,-52.11
2024-08-21,82.34,41.66,124.0
2024-08-22,1.67,34.86,36.53
2024-08-23,85.38,94.23,179.61
2024-08-26,0.0,0.0,0.0
2024-08-27,-86.0,-31.2,-117.2
2024-08-28,-52.65,-19.49,-72.14
2024-08-29,77.3,164.93,242.23000000000002
2024-08-30,49.37,30.56,79.92999999999999
2024-09-03,0.0,0.0,0.0
2024-09-04,-39.36,-19.06,-58.42
2024-09-05,28.73,48.75,77.48
2024-09-06,-0.57,24.21,23.64
2024-09-09,0.0,0.0,0.0
2024-09-10,9.78,54.53,64.31
2024-09-11,-55.86,-64.22,-120.08
2024-09-12,54.57,22.48,77.05
2024-09-13,132.1,30.14,162.24
2024-09-16,0.0,0.0,0.0
2024-09-17,101.98,47.94,149.92000000000002
2024-09-18,-10.39,7.16,-3.2300000000000004
2024-09-19,283.82,318.86,602.6800000000001
2024-09-20,-31.61,-114.61,-146.22
2024-09-23,0.0,0.0,0.0
2024-09-24,42.93,27.31,70.24
2024-09-25,-47.21,13.62,-33.59
2024-09-26,148.23,114.69,262.91999999999996
2024-09-27,108.02,52.37,160.39
2024-09-30,0.0,0.0,0.0
2024-10-01,-46.16,-38.6,-84.75999999999999
2024-10-02,-52.32,13.09,-39.230000000000004
2024-10-03,-77.76,-86.68,-164.44
2024-10-04,172.66,129.24,301.9
2024-10-07,0.0,0.0,0.0
2024-10-08,6.07,49.88,55.95
2024-10-09,-8.27,2.73,-5.539999999999999
2024-10-10,-124.88,-5.68,-130.56
2024-10-11,-5.53,33.04,27.509999999999998
2024-10-14,0.0,0.0,0.0
2024-10-15,-24.22,-86.47,-110.69
2024-10-16,94.13,-22.06,72.07
2024-10-17,6.35,93.44,99.78999999999999
2024-10-18,27.07,-5.85,21.22
2024-10-21,0.0,0.0,0.0
2024-10-22,-37.28,-99.08,-136.36
2024-10-23,-68.88,-122.69,-191.57
2024-10-24,59.09,-47.6,11.490000000000002
2024-10-25,81.35,85.2,166.55
2024-10-28,0.0,0.0,0.0
2024-10-29,-98.15,-104.13,-202.28
2024-10-30,-43.28,-29.94,-73.22
2024-10-31,-18.42,-142.86,-161.28000000000003
2024-11-01,94.79,106.27,201.06
2024-11-04,0.0,0.0,0.0
2024-11-05,-44.7,7.15,-37.550000000000004
2024-11-06,656.99,669.86,1326.85
2024-11-07,-20.74,12.1,-8.639999999999999
2024-11-08,-22.85,45.22,22.369999999999997
2024-11-11,0.0,0.0,0.0
2024-11-12,-88.86,27.0,-61.86
2024-11-13,73.78,25.65,99.43
2024-11-14,34.19,38.7,72.89
2024-11-15,9.83,-101.41,-91.58
2024-11-18,0.0,0.0,0.0
2024-11-19,-127.34,-185.92,-313.26
2024-11-20,-24.97,30.81,5.84
2024-11-21,63.4,75.19,138.59
2024-11-22,54.23,33.01,87.24
2024-11-25,0.0,0.0,0.0
2024-11-26,-61.88,-53.96,-115.84
2024-11-27,66.82,15.37,82.19
2024-11-29,67.22,25.68,92.9
2024-12-02,0.0,0.0,0.0
2024-12-03,-17.12,18.96,1.8399999999999999
2024-12-04,6.0,98.59,104.59
2024-12-05,-23.41,-25.5,-48.91
2024-12-06,84.17,39.47,123.64
2024-12-09,0.0,0.0,0.0
2024-12-10,-10.6,-32.04,-42.64
2024-12-11,94.76,21.77,116.53
2024-12-12,-36.33,-4.16,-40.489999999999995
2024-12-13,-17.9,29.25,11.350000000000001
2024-12-16,0.0,0.0,0.0
2024-12-17,-96.71,-117.0,-213.70999999999998
2024-12-18,57.64,19.01,76.65
2024-12-19,122.68,172.92,295.6
2024-12-20,-75.83,-138.67,-214.5
2024-12-23,0.0,0.0,0.0
2024-12-24,31.44,-1.61,29.830000000000002
2024-12-26,-45.69,-73.95,-119.64
2024-12-27,-81.86,-142.28,-224.14
2024-12-30,0.0,0.0,0.0
2024-12-31,75.03,57.8,132.82999999999998
2025-01-02,103.72,150.26,253.98
2025-01-03,47.2,106.36,153.56
2025-01-06,0.0,0.0,0.0
2025-01-07,50.23,94.77,145.0
2025-01-08,-102.88,0.54,-102.33999999999999
2025-01-10,-188.32,-103.62,-291.94
2025-01-13,0.0,0.0,0.0
2025-01-14,99.94,100.05,199.99
2025-01-15,306.29,340.76,647.05
2025-01-16,1.61,-9.05,-7.44
2025-01-17,127.75,155.61,283.36
2025-01-21,0.0,0.0,0.0
2025-01-22,-29.23,65.31,36.08
2025-01-23,-73.59,4.69,-68.9
2025-01-24,-29.31,-34.08,-63.39
2025-01-27,0.0,0.0,0.0
2025-01-28,7.41,0.51,7.92
2025-01-29,-8.47,-12.31,-20.78
2025-01-30,116.67,-38.57,78.1
2025-01-31,8.4,60.98,69.38
2025-02-03,0.0,0.0,0.0
2025-02-04,-17.15,-3.62,-20.77
2025-02-05,57.64,7.23,64.87
2025-02-06,52.29,32.81,85.1
2025-02-07,5.77,16.96,22.73
2025-02-10,0.0,0.0,0.0
2025-02-11,-108.34,-76.02,-184.36
2025-02-12,-186.85,-198.47,-385.32
2025-02-13,69.73,82.42,152.15
2025-02-14,57.84,-9.26,48.580000000000005
2025-02-18,0.0,0.0,0.0
2025-02-19,-99.27,-62.92,-162.19
2025-02-20,-24.91,-74.66,-99.57
2025-02-21,87.73,-173.13,-85.39999999999999
2025-02-24,0.0,0.0,0.0
2025-02-25,4.44,48.69,53.129999999999995
2025-02-26,31.19,14.24,45.43
2025-02-27,-7.23,2.12,-5.11
2025-02-28,-46.88,32.98,-13.900000000000006
2025-03-03,0.0,0.0,0.0
2025-03-04,-168.37,-135.17,-303.53999999999996
2025-03-05,-2.91,-24.32,-27.23
2025-03-06,-162.25,-224.47,-386.72
2025-03-07,-21.04,-105.81,-126.85
2025-03-10,0.0,0.0,0.0
2025-03-11,20.32,-66.32,-45.99999999999999
2025-03-12,130.86,121.45,252.31
2025-03-13,4.77,-35.56,-30.790000000000003
2025-03-14,129.02,109.7,238.72000000000003
2025-03-17,0.0,0.0,0.0
2025-03-18,-92.89,-46.63,-139.52
2025-03-19,1.77,56.32,58.09
2025-03-20,-124.4,-142.76,-267.15999999999997
2025-03-21,-140.4,-227.17,-367.57
2025-03-24,0.0,0.0,0.0
2025-03-25,-16.66,42.16,25.499999999999996
2025-03-26,8.66,27.55,36.21
2025-03-27,-15.76,-33.07,-48.83
2025-03-28,-9.38,-53.84,-63.220000000000006
2025-03-31,0.0,0.0,0.0
2025-04-01,-37.28,-85.44,-122.72
2025-04-02,-168.98,-182.5,-351.48
2025-04-03,-571.78,-604.39,-1176.17
2025-04-04,-445.53,-595.16,-1040.69
2025-04-07,0.0,0.0,0.0
2025-04-08,402.84,835.73,1238.57
2025-04-09,-149.6,-284.55,-434.15
2025-04-10,-334.43,-357.58,-692.01
2025-04-11,-48.83,-81.35,-130.18
2025-04-14,0.0,0.0,0.0
2025-04-15,-18.65,13.61,-5.039999999999999
2025-04-16,-71.32,-83.74,-155.06
2025-04-17,-0.65,-308.95,-309.59999999999997
2025-04-21,-105.46,-169.28,-274.74
2025-04-22,153.63,267.0,420.63
2025-04-23,342.32,434.94,777.26
2025-04-24,32.17,-25.56,6.610000000000003
2025-04-25,-86.56,-62.53,-149.09
2025-04-28,0.0,0.0,0.0
2025-04-29,-33.24,6.86,-26.380000000000003
2025-04-30,-183.58,-156.68,-340.26
2025-05-01,56.07,127.38,183.45
2025-05-02,133.7,243.3,377.0
2025-05-05,0.0,0.0,0.0
2025-05-06,-148.93,-215.88,-364.81
2025-05-07,76.21,89.01,165.22
2025-05-08,139.79,107.99,247.77999999999997
2025-05-09,14.31,28.9,43.21
2025-05-12,0.0,0.0,0.0
2025-05-13,54.82,-85.67,-30.85
2025-05-14,-40.25,28.92,-11.329999999999998
2025-05-15,-17.98,-113.74,-131.72
2025-05-16,11.53,8.69,20.22
2025-05-19,0.0,0.0,0.0
2025-05-20,-21.82,-37.61,-59.43
2025-05-21,-144.33,-212.76,-357.09000000000003
2025-05-22,-58.45,-49.98,-108.43
2025-05-23,-207.81,-270.46,-478.27
2025-05-27,0.0,0.0,0.0
2025-05-28,-4.04,-9.22,-13.260000000000002
2025-05-29,79.39,51.84,131.23000000000002
2025-05-30,-62.86,-19.6,-82.46000000000001
2025-06-02,0.0,0.0,0.0
2025-06-03,36.74,-41.25,-4.509999999999998
2025-06-04,2.87,18.36,21.23
2025-06-05,10.36,49.79,60.15
2025-06-06,167.73,201.23,368.96
2025-06-09,0.0,0.0,0.0
2025-06-10,60.75,-6.71,54.04
2025-06-11,55.93,8.03,63.96
2025-06-12,-86.49,-77.63,-164.12
2025-06-13,-170.84,-238.79,-409.63
2025-06-16,0.0,0.0,0.0
2025-06-17,-99.63,-101.43,-201.06
2025-06-18,-8.06,27.18,19.119999999999997
2025-06-20,80.7,27.2,107.9
2025-06-23,0.0,0.0,0.0
2025-06-24,82.72,149.12,231.84
2025-06-25,8.95,-6.94,2.009999999999999
2025-06-26,41.31,47.08,88.39
2025-06-27,32.86,63.07,95.93
2025-06-30,0.0,0.0,0.0
2025-07-01,-70.05,-24.53,-94.58
2025-07-02,14.86,-14.47,0.3899999999999988
2025-07-03,49.94,47.58,97.52
2025-07-07,-85.51,-46.69,-132.2
2025-07-08,40.13,-22.27,17.860000000000003
2025-07-09,66.7,103.47,170.17000000000002
2025-07-10,-17.17,-9.31,-26.480000000000004
2025-07-11,-89.67,-149.9,-239.57
2025-07-14,0.0,0.0,0.0
2025-07-15,42.46,-3.1,39.36
2025-07-16,70.17,85.17,155.34
2025-07-17,-0.54,-21.31,-21.849999999999998
2025-07-18,72.35,28.42,100.77
2025-07-21,0.0,0.0,0.0
2025-07-22,5.39,-32.67,-27.28
2025-07-23,80.07,115.26,195.32999999999998
2025-07-24,-65.37,-168.05,-233.42000000000002
2025-07-25,41.32,20.58,61.9
2025-07-28,0.0,0.0,0.0
2025-07-29,73.86,12.31,86.17
2025-07-30,49.03,10.3,59.33
2025-07-31,-64.71,24.82,-39.88999999999999
2025-08-01,-179.35,-188.65,-368.0
2025-08-04,0.0,0.0,0.0
2025-08-05,43.69,-2.08,41.61
2025-08-06,1.09,46.4,47.49
2025-08-07,114.77,118.13,232.89999999999998
2025-08-08,62.21,52.82,115.03
2025-08-11,0.0,0.0,0.0
2025-08-12,81.15,84.67,165.82
2025-08-13,74.6,90.0,164.6
2025-08-14,-149.43,-89.55,-238.98000000000002
2025-08-15,18.93,142.87,161.8
2025-08-18,0.0,0.0,0.0
2025-08-19,-2.11,38.41,36.3
2025-08-20,-18.03,20.48,2.4499999999999993
2025-08-21,-58.01,-85.99,-144.0
2025-08-22,69.55,122.19,191.74
2025-08-25,0.0,0.0,0.0
2025-08-26,19.1,-19.8,-0.6999999999999993
2025-08-27,-30.73,-13.66,-44.39
2025-08-28,48.31,23.2,71.51
2025-08-29,22.35,-38.26,-15.909999999999997
2025-09-02,0.0,0.0,0.0
2025-09-03,-36.42,-40.05,-76.47
2025-09-04,24.64,10.15,34.79
2025-09-05,54.27,2.52,56.790000000000006
2025-09-08,0.0,0.0,0.0
2025-09-09,-21.65,-13.61,-35.26
2025-09-10,20.77,-18.58,2.1900000000000013
2025-09-11,18.78,45.4,64.18
2025-09-12,-31.4,-35.85,-67.25
2025-09-15,0.0,0.0,0.0
2025-09-16,-48.13,-1.0,-49.13
2025-09-17,24.17,46.12,70.28999999999999
2025-09-18,91.4,-5.48,85.92
2025-09-19,30.88,1.99,32.87
2025-09-22,0.0,0.0,0.0
2025-09-23,27.49,25.55,53.04
2025-09-24,-1.97,22.36,20.39
2025-09-25,-134.08,-57.87,-191.95000000000002
2025-09-26,12.53,91.62,104.15
2025-09-29,0.0,0.0,0.0
2025-09-30,-27.32,-24.09,-51.41
2025-10-01,-72.4,-59.51,-131.91
2025-10-02,19.79,0.5,20.29
2025-10-03,62.94,31.15,94.09
2025-10-06,0.0,0.0,0.0
2025-10-07,23.82,32.52,56.34
2025-10-08,52.09,63.67,115.76
2025-10-09,-21.4,1.97,-19.43
