day,side,notional,entry_ts,entry_s,exit_ts,exit_s,pnl,reason_out,costs,qty
2019-06-17,-1,60000,2019-06-17 09:30:00-05:00,0.00378,2019-06-17 14:52:00-05:00,0.00415,-3.23,flatten,31.01,1
2019-06-25,1,60000,2019-06-25 10:30:00-05:00,-0.00399,2019-06-25 14:00:00-05:00,-0.008,-238.14,stop,30.67,1
2019-06-26,-1,60000,2019-06-26 09:30:00-05:00,0.00394,2019-06-26 13:00:00-05:00,0.00103,175.29,reverted,30.76,1
2019-07-12,-1,60000,2019-07-12 11:30:00-05:00,0.00256,2019-07-12 14:52:00-05:00,0.00185,57.0,flatten,29.81,1
2019-07-29,1,60000,2019-07-29 09:30:00-05:00,-0.00476,2019-07-29 14:52:00-05:00,-0.00134,192.78,flatten,29.7,1
2019-07-31,1,60000,2019-07-31 14:00:00-05:00,-0.00388,2019-07-31 14:52:00-05:00,-0.00412,-23.44,flatten,30.06,1
2019-08-01,-1,60000,2019-08-01 09:30:00-05:00,0.00539,2019-08-01 10:30:00-05:00,0.00743,-125.15,stop,29.78,1
2019-08-02,1,60000,2019-08-02 10:00:00-05:00,-0.00365,2019-08-02 14:52:00-05:00,-0.00367,-30.47,flatten,30.79,1
2019-08-07,-1,60000,2019-08-07 10:00:00-05:00,0.00375,2019-08-07 11:30:00-05:00,0.00103,160.53,reverted,31.33,1
2019-08-13,-1,60000,2019-08-13 09:30:00-05:00,0.00658,2019-08-13 14:52:00-05:00,0.00616,17.12,flatten,30.42,1
2019-08-22,1,60000,2019-08-22 10:00:00-05:00,-0.00317,2019-08-22 14:52:00-05:00,-0.00179,101.1,flatten,30.8,1
2019-08-23,1,60000,2019-08-23 11:00:00-05:00,-0.0036,2019-08-23 12:30:00-05:00,-0.00531,-94.19,stop,31.27,1
2019-08-28,1,60000,2019-08-28 09:30:00-05:00,-0.0023,2019-08-28 14:52:00-05:00,-0.00253,-10.53,flatten,31.2,1
2019-08-29,-1,60000,2019-08-29 09:30:00-05:00,0.00194,2019-08-29 11:00:00-05:00,0.00045,79.79,reverted,30.62,1
2019-08-30,1,60000,2019-08-30 09:30:00-05:00,-0.00276,2019-08-30 12:00:00-05:00,-0.00456,-112.71,stop,30.54,1
2019-09-03,1,60000,2019-09-03 13:00:00-05:00,-0.00347,2019-09-03 14:52:00-05:00,-0.00391,18.69,flatten,30.95,1
2019-09-04,-1,60000,2019-09-04 12:30:00-05:00,0.00277,2019-09-04 14:52:00-05:00,0.00207,15.81,flatten,30.51,1
2019-09-05,-1,60000,2019-09-05 09:30:00-05:00,0.00349,2019-09-05 14:52:00-05:00,0.00402,0.66,flatten,29.98,1
2019-09-06,1,60000,2019-09-06 09:30:00-05:00,-0.00216,2019-09-06 14:52:00-05:00,-0.00196,25.25,flatten,29.99,1
2019-09-09,1,60000,2019-09-09 13:30:00-05:00,-0.0043,2019-09-09 14:52:00-05:00,-0.00203,150.36,flatten,30.14,1
2019-09-11,-1,60000,2019-09-11 09:30:00-05:00,0.00271,2019-09-11 14:52:00-05:00,0.00169,91.94,flatten,29.95,1
2019-09-18,1,60000,2019-09-18 13:30:00-05:00,-0.00297,2019-09-18 14:52:00-05:00,-0.00036,155.8,flatten,30.04,1
2019-10-01,-1,60000,2019-10-01 09:30:00-05:00,0.00316,2019-10-01 14:52:00-05:00,0.00296,14.29,flatten,30.28,1
2019-10-03,-1,60000,2019-10-03 11:30:00-05:00,0.0029,2019-10-03 14:52:00-05:00,0.00231,19.01,flatten,31.0,1
2019-10-07,-1,60000,2019-10-07 10:00:00-05:00,0.00217,2019-10-07 12:30:00-05:00,0.00085,83.89,reverted,30.42,1
2019-10-14,-1,60000,2019-10-14 10:00:00-05:00,0.00203,2019-10-14 11:30:00-05:00,0.00081,72.91,reverted,30.1,1
2019-10-15,-1,60000,2019-10-15 10:00:00-05:00,0.00193,2019-10-15 14:52:00-05:00,0.00364,-93.92,flatten,29.81,1
2019-10-17,1,60000,2019-10-17 09:30:00-05:00,-0.00253,2019-10-17 14:52:00-05:00,-0.00187,43.5,flatten,29.77,1
2019-10-18,1,60000,2019-10-18 09:30:00-05:00,-0.00254,2019-10-18 10:00:00-05:00,-0.00362,-68.47,stop,29.89,1
2019-10-22,1,60000,2019-10-22 10:00:00-05:00,-0.00221,2019-10-22 10:30:00-05:00,-0.00442,-128.13,stop,29.74,1
2019-10-24,-1,60000,2019-10-24 10:30:00-05:00,0.0027,2019-10-24 14:52:00-05:00,0.004,-37.84,flatten,29.73,1
2019-10-25,-1,60000,2019-10-25 09:30:00-05:00,0.00376,2019-10-25 14:52:00-05:00,0.00665,-127.29,flatten,29.66,1
2019-10-28,-1,60000,2019-10-28 11:30:00-05:00,0.00363,2019-10-28 14:52:00-05:00,0.00384,-2.4,flatten,29.34,1
2019-10-29,1,60000,2019-10-29 09:30:00-05:00,-0.0044,2019-10-29 14:52:00-05:00,-0.00651,-110.91,flatten,29.38,1
2020-01-17,1,60000,2020-01-17 10:00:00-06:00,-0.00233,2020-01-17 14:52:00-06:00,-7e-05,91.17,flatten,26.54,1
2020-01-28,-1,60000,2020-01-28 13:00:00-06:00,0.00243,2020-01-28 14:52:00-06:00,0.00268,-7.89,flatten,26.8,1
2020-01-29,1,60000,2020-01-29 09:30:00-06:00,-0.00218,2020-01-29 11:30:00-06:00,-0.00036,103.62,reverted,26.8,1
2020-01-31,1,60000,2020-01-31 09:30:00-06:00,-0.00497,2020-01-31 14:52:00-06:00,-0.00412,60.58,flatten,26.96,1
2020-02-03,-1,60000,2020-02-03 09:30:00-06:00,0.00369,2020-02-03 10:30:00-06:00,0.00567,-117.66,stop,26.79,1
2020-02-04,-1,60000,2020-02-04 11:00:00-06:00,0.00255,2020-02-04 14:00:00-06:00,0.00478,-131.35,stop,26.43,1
2020-02-05,1,60000,2020-02-05 09:30:00-06:00,-0.00754,2020-02-05 10:00:00-06:00,-0.00935,-102.46,stop,26.32,1
2020-02-06,-1,60000,2020-02-06 10:00:00-06:00,0.00357,2020-02-06 14:52:00-06:00,0.00594,-89.45,flatten,26.13,1
2020-02-10,-1,60000,2020-02-10 12:30:00-06:00,0.00383,2020-02-10 14:52:00-06:00,0.00494,-50.06,flatten,26.09,1
2020-02-18,-1,60000,2020-02-18 10:00:00-06:00,0.00395,2020-02-18 14:52:00-06:00,0.00489,-63.11,flatten,25.78,1
2020-02-20,1,60000,2020-02-20 10:30:00-06:00,-0.00509,2020-02-20 14:52:00-06:00,-0.00506,-3.76,flatten,25.82,1
2020-02-21,1,54948,2020-02-21 12:00:00-06:00,-0.00639,2020-02-21 14:52:00-06:00,-0.00848,-104.97,flatten,23.84,1
2020-02-26,-1,60000,2020-02-26 09:30:00-06:00,0.00459,2020-02-26 14:52:00-06:00,0.00736,-136.76,flatten,27.47,1
2020-02-28,-1,60000,2020-02-28 09:30:00-06:00,0.01018,2020-02-28 10:30:00-06:00,0.01312,-182.72,stop,30.29,1
2020-03-03,1,59860,2020-03-03 13:00:00-06:00,-0.00501,2020-03-03 14:52:00-06:00,-0.00511,-34.74,flatten,28.8,1
2020-03-05,-1,60000,2020-03-05 09:30:00-06:00,0.00582,2020-03-05 14:52:00-06:00,0.00319,66.85,flatten,28.31,1
2020-03-09,-1,60000,2020-03-09 10:00:00-05:00,0.00515,2020-03-09 12:30:00-05:00,0.00905,-232.96,stop,30.96,1
2020-03-12,-1,60000,2020-03-12 09:30:00-05:00,0.00996,2020-03-12 14:52:00-05:00,0.00441,300.03,flatten,33.46,1
2020-03-13,-1,58260,2020-03-13 10:00:00-05:00,0.0056,2020-03-13 13:30:00-05:00,0.00133,249.09,reverted,32.78,1
2020-03-17,-1,52387,2020-03-17 10:00:00-05:00,0.0062,2020-03-17 14:52:00-05:00,0.00033,-80.87,flatten,30.5,1
2020-03-18,-1,50217,2020-03-18 10:00:00-05:00,0.00663,2020-03-18 12:11:00-05:00,0.00168,260.91,reverted,29.67,1
2020-03-19,-1,53923,2020-03-19 09:30:00-05:00,0.01003,2020-03-19 14:52:00-05:00,0.00342,226.61,flatten,31.45,1
2020-03-23,-1,56631,2020-03-23 09:30:00-05:00,0.00687,2020-03-23 11:00:00-05:00,0.01171,-252.78,stop,35.06,1
2020-03-24,1,49842,2020-03-24 09:30:00-05:00,-0.0107,2020-03-24 12:30:00-05:00,-0.01646,-287.34,stop,29.27,1
2020-03-25,1,37399,2020-03-25 10:00:00-05:00,-0.00821,2020-03-25 12:00:00-05:00,-0.01764,-357.82,stop,21.47,1
2020-03-31,-1,38374,2020-03-31 09:30:00-05:00,0.00915,2020-03-31 14:52:00-05:00,0.00541,235.87,flatten,20.69,1
2020-04-09,1,47623,2020-04-09 09:30:00-05:00,-0.01504,2020-04-09 14:52:00-05:00,-0.00962,133.65,flatten,24.38,1
2020-04-13,-1,38217,2020-04-13 09:30:00-05:00,0.0123,2020-04-13 14:52:00-05:00,0.0212,-301.22,flatten,19.85,1
2020-04-14,-1,33399,2020-04-14 10:30:00-05:00,0.00939,2020-04-14 14:52:00-05:00,0.01196,-54.74,flatten,16.78,1
2020-04-16,-1,36039,2020-04-16 10:30:00-05:00,0.00947,2020-04-16 14:52:00-05:00,0.00717,124.38,flatten,18.04,1
2020-04-21,1,44531,2020-04-21 09:30:00-05:00,-0.01124,2020-04-21 10:00:00-05:00,-0.01832,-309.77,stop,22.6,1
2020-04-27,1,31105,2020-04-27 12:30:00-05:00,-0.01045,2020-04-27 14:52:00-05:00,-0.0108,-36.32,flatten,15.27,1
2020-05-04,-1,46262,2020-05-04 09:30:00-05:00,0.0071,2020-05-04 14:52:00-05:00,0.00669,34.89,flatten,23.05,1
2020-05-06,-1,42343,2020-05-06 10:00:00-05:00,0.00742,2020-05-06 14:52:00-05:00,0.01124,-147.96,flatten,20.57,1
2020-05-14,1,44918,2020-05-14 10:00:00-05:00,-0.00686,2020-05-14 14:52:00-05:00,-0.00471,81.98,flatten,22.3,1
2020-05-26,1,60000,2020-05-26 10:30:00-05:00,-0.00642,2020-05-26 14:52:00-05:00,-0.00878,-150.2,flatten,27.82,1
2020-05-28,-1,60000,2020-05-28 09:30:00-05:00,0.01009,2020-05-28 14:52:00-05:00,0.00892,74.03,flatten,27.6,1
2020-06-02,1,60000,2020-06-02 10:30:00-05:00,-0.00527,2020-06-02 12:30:00-05:00,-0.00205,191.54,reverted,27.47,1
2020-06-03,1,59750,2020-06-03 11:00:00-05:00,-0.00505,2020-06-03 14:52:00-05:00,-0.00442,48.82,flatten,26.87,1
2020-06-05,-1,60000,2020-06-05 09:30:00-05:00,0.00649,2020-06-05 14:52:00-05:00,0.0086,-124.34,flatten,26.55,1
2020-06-09,-1,60000,2020-06-09 09:30:00-05:00,0.00489,2020-06-09 11:30:00-05:00,0.00876,-229.24,stop,26.3,1
2020-06-10,-1,60000,2020-06-10 09:30:00-05:00,0.00711,2020-06-10 14:52:00-05:00,0.01241,-268.18,flatten,26.23,1
2020-06-19,-1,60000,2020-06-19 13:00:00-05:00,0.00571,2020-06-19 14:52:00-05:00,0.00751,-43.23,flatten,26.91,1
2020-06-23,-1,50452,2020-06-23 11:00:00-05:00,0.00657,2020-06-23 14:52:00-05:00,0.00604,59.56,flatten,22.13,1
2020-07-01,-1,60000,2020-07-01 10:30:00-05:00,0.00654,2020-07-01 14:52:00-05:00,0.00807,-95.68,flatten,26.62,1
2020-07-06,-1,60000,2020-07-06 09:30:00-05:00,0.00732,2020-07-06 10:30:00-05:00,0.01033,-186.0,stop,25.96,1
2020-07-09,-1,53319,2020-07-09 12:00:00-05:00,0.00582,2020-07-09 14:52:00-05:00,0.00832,-141.91,flatten,23.08,1
2020-07-13,1,54364,2020-07-13 13:30:00-05:00,-0.00935,2020-07-13 14:52:00-05:00,-0.01499,-233.63,flatten,23.12,1
2020-07-14,1,60000,2020-07-14 09:30:00-05:00,-0.00575,2020-07-14 11:30:00-05:00,-0.00131,263.63,reverted,26.11,1
2020-07-15,1,56239,2020-07-15 11:00:00-05:00,-0.0058,2020-07-15 13:30:00-05:00,-0.00098,277.43,reverted,24.11,1
2020-07-16,1,59079,2020-07-16 10:00:00-05:00,-0.00609,2020-07-16 12:00:00-05:00,-0.00096,303.66,reverted,25.38,1
2020-07-20,-1,60000,2020-07-20 09:30:00-05:00,0.00595,2020-07-20 12:00:00-05:00,0.01082,-292.44,stop,25.42,1
2020-07-21,1,60000,2020-07-21 09:30:00-05:00,-0.0072,2020-07-21 11:00:00-05:00,-0.01268,-332.25,stop,25.15,1
2020-07-23,1,43042,2020-07-23 11:30:00-05:00,-0.00961,2020-07-23 14:52:00-05:00,-0.01445,-191.15,flatten,18.15,1
2020-07-24,-1,42160,2020-07-24 10:30:00-05:00,0.00795,2020-07-24 14:52:00-05:00,0.00542,102.47,flatten,18.03,1
2020-07-30,-1,45230,2020-07-30 12:30:00-05:00,0.00709,2020-07-30 14:52:00-05:00,0.00655,7.6,flatten,19.16,1
2020-07-31,1,60000,2020-07-31 09:30:00-05:00,-0.00477,2020-07-31 11:00:00-05:00,-0.00187,178.68,reverted,25.44,1
2020-08-07,1,41062,2020-08-07 12:00:00-05:00,-0.01024,2020-08-07 14:52:00-05:00,-0.01312,-122.3,flatten,16.81,1
2020-08-10,1,60000,2020-08-10 09:30:00-05:00,-0.00759,2020-08-10 10:00:00-05:00,-0.01181,-254.99,stop,24.55,1
2020-08-12,-1,60000,2020-08-12 09:30:00-05:00,0.00715,2020-08-12 11:30:00-05:00,0.01133,-250.45,stop,24.44,1
2020-08-14,1,60000,2020-08-14 09:30:00-05:00,-0.00731,2020-08-14 14:52:00-05:00,-0.00427,217.87,flatten,24.47,1
2020-08-20,-1,45740,2020-08-20 14:00:00-05:00,0.00719,2020-08-20 14:52:00-05:00,0.00796,-53.2,flatten,18.39,1
2020-08-24,1,60000,2020-08-24 09:30:00-05:00,-0.00457,2020-08-24 10:00:00-05:00,-0.00977,-304.98,stop,23.82,1
2020-08-25,-1,60000,2020-08-25 09:30:00-05:00,0.00435,2020-08-25 14:52:00-05:00,0.00906,-285.48,flatten,23.8,1
2020-08-26,-1,45263,2020-08-26 11:00:00-05:00,0.00669,2020-08-26 14:52:00-05:00,0.00833,-93.38,flatten,17.7,1
2020-08-31,-1,44585,2020-08-31 12:00:00-05:00,0.00688,2020-08-31 14:52:00-05:00,0.00908,-111.65,flatten,17.18,1
2020-09-02,1,60000,2020-09-02 09:30:00-05:00,-0.0078,2020-09-02 10:30:00-05:00,-0.01269,-293.17,stop,22.78,1
2020-09-03,1,45983,2020-09-03 10:00:00-05:00,-0.00699,2020-09-03 14:52:00-05:00,-0.00775,-45.22,flatten,17.76,1
2020-09-04,1,60000,2020-09-04 09:30:00-05:00,-0.01075,2020-09-04 11:00:00-05:00,0.00076,696.43,reverted,24.15,1
2020-09-08,-1,54055,2020-09-08 09:30:00-05:00,0.01679,2020-09-08 14:52:00-05:00,0.00207,757.77,flatten,21.82,1
2020-09-10,1,37354,2020-09-10 13:30:00-05:00,-0.01045,2020-09-10 14:52:00-05:00,-0.00836,80.45,flatten,15.28,1
2020-09-11,1,44711,2020-09-11 11:00:00-05:00,-0.00836,2020-09-11 14:52:00-05:00,-0.00912,-105.76,flatten,18.28,1
2020-09-16,1,36494,2020-09-16 12:30:00-05:00,-0.0084,2020-09-16 14:52:00-05:00,-0.01122,-83.56,flatten,14.65,1
2020-09-18,1,42703,2020-09-18 10:30:00-05:00,-0.00727,2020-09-18 14:52:00-05:00,-0.004,99.73,flatten,17.61,1
2020-09-21,-1,39591,2020-09-21 10:30:00-05:00,0.00764,2020-09-21 14:52:00-05:00,0.01496,-287.93,flatten,16.79,1
2020-09-24,-1,48301,2020-09-24 09:30:00-05:00,0.00728,2020-09-24 14:52:00-05:00,0.00741,-12.11,flatten,20.41,1
2020-09-28,1,55457,2020-09-28 09:30:00-05:00,-0.00615,2020-09-28 14:52:00-05:00,-0.00138,231.57,flatten,22.59,1
2020-10-02,1,44845,2020-10-02 11:00:00-05:00,-0.00706,2020-10-02 13:30:00-05:00,-0.01209,-226.02,stop,18.33,1
2020-10-08,1,60000,2020-10-08 09:30:00-05:00,-0.00552,2020-10-08 14:52:00-05:00,-0.00558,-17.88,flatten,23.88,1
2020-10-12,-1,55003,2020-10-12 12:00:00-05:00,0.00615,2020-10-12 13:30:00-05:00,0.01069,-252.31,stop,21.11,1
2020-10-14,1,54635,2020-10-14 11:30:00-05:00,-0.00638,2020-10-14 14:52:00-05:00,-0.00297,204.84,flatten,21.27,1
2020-10-15,1,53953,2020-10-15 12:30:00-05:00,-0.00573,2020-10-15 14:30:00-05:00,-0.00051,277.05,reverted,21.16,1
2020-10-16,1,60000,2020-10-16 10:30:00-05:00,-0.00522,2020-10-16 14:52:00-05:00,-0.00671,-36.83,flatten,23.32,1
2020-10-19,1,60000,2020-10-19 10:00:00-05:00,-0.00495,2020-10-19 14:52:00-05:00,-0.00457,28.73,flatten,23.48,1
2020-10-22,1,60000,2020-10-22 09:30:00-05:00,-0.0052,2020-10-22 10:00:00-05:00,-0.00805,-176.97,stop,23.86,1
2020-10-26,-1,60000,2020-10-26 09:30:00-05:00,0.00552,2020-10-26 12:00:00-05:00,-0.00028,334.52,reverted,23.85,1
2020-10-27,-1,60000,2020-10-27 10:00:00-05:00,0.00435,2020-10-27 14:52:00-05:00,0.00864,-264.73,flatten,24.03,1
2020-10-28,1,60000,2020-10-28 09:30:00-05:00,-0.00493,2020-10-28 14:52:00-05:00,-0.0068,2.99,flatten,24.75,1
2020-10-29,-1,60000,2020-10-29 10:30:00-05:00,0.00509,2020-10-29 14:52:00-05:00,0.00224,67.83,flatten,24.66,1
2020-10-30,1,60000,2020-10-30 09:30:00-05:00,-0.00705,2020-10-30 11:00:00-05:00,-0.011,-232.25,stop,25.05,1
2020-11-02,1,53872,2020-11-02 10:30:00-06:00,-0.00611,2020-11-02 14:52:00-06:00,-0.00623,-79.33,flatten,22.25,1
2020-11-05,1,60000,2020-11-05 09:30:00-06:00,-0.00555,2020-11-05 14:00:00-06:00,-0.00116,256.04,reverted,23.17,1
2020-11-09,-1,60000,2020-11-09 09:30:00-06:00,0.01036,2020-11-09 12:00:00-06:00,0.00116,562.5,reverted,22.58,1
2020-11-10,1,51060,2020-11-10 09:30:00-06:00,-0.00846,2020-11-10 14:52:00-06:00,-0.00803,-3.69,flatten,19.92,1
2020-11-11,-1,45270,2020-11-11 09:30:00-06:00,0.01028,2020-11-11 14:52:00-06:00,0.013,-139.74,flatten,17.41,1
2020-12-01,-1,57974,2020-12-01 12:30:00-06:00,0.00551,2020-12-01 14:52:00-06:00,0.00479,60.74,flatten,21.45,1
2020-12-09,1,60000,2020-12-09 12:00:00-06:00,-0.00451,2020-12-09 13:00:00-06:00,-0.01024,-341.89,stop,22.14,1
2021-01-07,-1,60000,2021-01-07 09:30:00-06:00,0.00344,2021-01-07 10:30:00-06:00,0.00554,-126.28,stop,21.51,1
2021-01-08,-1,60000,2021-01-08 11:30:00-06:00,0.00257,2021-01-08 14:52:00-06:00,0.00376,-56.92,flatten,21.37,1
2021-01-11,1,60000,2021-01-11 10:00:00-06:00,-0.00348,2021-01-11 13:30:00-06:00,-0.00582,-140.67,stop,21.44,1
2021-01-12,1,60000,2021-01-12 11:30:00-06:00,-0.00308,2021-01-12 12:30:00-06:00,-0.00107,116.72,reverted,21.61,1
2021-01-13,-1,60000,2021-01-13 10:00:00-06:00,0.00346,2021-01-13 14:52:00-06:00,0.00292,55.17,flatten,21.43,1
2021-01-15,1,60000,2021-01-15 11:30:00-06:00,-0.00337,2021-01-15 14:52:00-06:00,-0.00436,-27.24,flatten,21.65,1
2021-01-19,-1,60000,2021-01-19 12:30:00-06:00,0.00459,2021-01-19 14:52:00-06:00,0.00621,-70.34,flatten,21.47,1
2021-01-20,-1,60000,2021-01-20 09:30:00-06:00,0.00372,2021-01-20 14:52:00-06:00,0.00399,-24.26,flatten,21.19,1
2021-01-25,1,60000,2021-01-25 10:00:00-06:00,-0.00465,2021-01-25 14:52:00-06:00,-0.0036,71.5,flatten,21.17,1
2021-02-01,-1,60000,2021-02-01 09:30:00-06:00,0.00432,2021-02-01 11:30:00-06:00,0.00784,-218.6,stop,21.63,1
2021-02-02,1,60000,2021-02-02 09:30:00-06:00,-0.00263,2021-02-02 11:30:00-06:00,0.00017,175.88,reverted,21.14,1
2021-02-03,1,60000,2021-02-03 09:30:00-06:00,-0.00568,2021-02-03 14:52:00-06:00,-0.00912,-177.93,flatten,21.17,1
2021-02-04,1,60000,2021-02-04 09:30:00-06:00,-0.00462,2021-02-04 14:30:00-06:00,-0.0007,239.47,reverted,21.05,1
2021-02-09,-1,60000,2021-02-09 09:30:00-06:00,0.00347,2021-02-09 12:00:00-06:00,0.00076,166.58,reverted,20.66,1
2021-02-10,1,60000,2021-02-10 10:00:00-06:00,-0.00362,2021-02-10 13:30:00-06:00,-0.00091,167.17,reverted,20.73,1
2021-02-17,1,60000,2021-02-17 10:30:00-06:00,-0.00362,2021-02-17 12:30:00-06:00,-0.0008,177.29,reverted,20.73,1
2021-02-19,1,60000,2021-02-19 12:00:00-06:00,-0.00451,2021-02-19 14:52:00-06:00,-0.00324,59.68,flatten,20.71,1
2021-02-22,1,60000,2021-02-22 09:30:00-06:00,-0.0038,2021-02-22 10:00:00-06:00,-0.00738,-214.18,stop,20.93,1
2021-02-25,1,60000,2021-02-25 11:00:00-06:00,-0.00419,2021-02-25 14:52:00-06:00,-0.00665,-89.42,flatten,21.18,1
2021-02-26,-1,60000,2021-02-26 10:00:00-06:00,0.00557,2021-02-26 14:52:00-06:00,0.00587,-103.58,flatten,21.34,1
2021-03-01,1,60000,2021-03-01 09:30:00-06:00,-0.00334,2021-03-01 11:00:00-06:00,-0.0005,166.0,reverted,21.04,1
2021-03-02,1,60000,2021-03-02 09:30:00-06:00,-0.0048,2021-03-02 13:30:00-06:00,-0.00822,-207.72,stop,21.04,1
2021-03-03,1,60000,2021-03-03 09:30:00-06:00,-0.00807,2021-03-03 12:00:00-06:00,-0.01198,-235.59,stop,21.34,1
2021-03-05,1,60000,2021-03-05 09:30:00-06:00,-0.00665,2021-03-05 12:00:00-06:00,-0.00133,321.05,reverted,21.93,1
2021-03-08,1,59474,2021-03-08 10:00:00-06:00,-0.00522,2021-03-08 11:00:00-06:00,-0.01168,-381.07,stop,21.18,1
2021-03-09,-1,60000,2021-03-09 09:30:00-06:00,0.00464,2021-03-09 10:00:00-06:00,0.00091,223.91,reverted,21.24,1
2021-03-10,1,60000,2021-03-10 09:30:00-06:00,-0.01023,2021-03-10 13:00:00-06:00,-0.01691,-407.75,stop,21.21,1
2021-03-16,-1,54309,2021-03-16 09:30:00-05:00,0.00619,2021-03-16 13:30:00-05:00,0.00038,317.15,reverted,18.67,1
2021-03-17,-1,32813,2021-03-17 14:00:00-05:00,0.00949,2021-03-17 14:52:00-05:00,0.00728,53.14,flatten,11.29,1
2021-03-22,-1,41347,2021-03-22 11:30:00-05:00,0.00817,2021-03-22 14:52:00-05:00,0.00441,123.28,flatten,14.38,1
2021-03-24,1,52592,2021-03-24 09:30:00-05:00,-0.00929,2021-03-24 14:52:00-05:00,-0.01275,-158.18,flatten,18.44,1
2021-03-31,-1,56705,2021-03-31 09:30:00-05:00,0.00617,2021-03-31 14:52:00-05:00,0.0064,-90.92,flatten,19.64,1
2021-04-05,-1,56798,2021-04-05 13:00:00-05:00,0.00548,2021-04-05 14:52:00-05:00,0.00502,34.78,flatten,19.08,1
2021-04-14,1,60000,2021-04-14 09:30:00-05:00,-0.00565,2021-04-14 10:30:00-05:00,-0.0082,-156.8,stop,19.79,1
2021-04-19,1,60000,2021-04-19 11:30:00-05:00,-0.00358,2021-04-19 14:52:00-05:00,-0.00201,57.96,flatten,19.78,1
2021-04-20,1,60000,2021-04-20 10:30:00-05:00,-0.00319,2021-04-20 13:00:00-05:00,-0.0009,136.07,reverted,19.92,1
2021-04-26,-1,60000,2021-04-26 11:30:00-05:00,0.00263,2021-04-26 14:52:00-05:00,0.00527,-136.72,flatten,19.63,1
2021-04-27,1,60000,2021-04-27 09:30:00-05:00,-0.00311,2021-04-27 14:52:00-05:00,-0.00444,-53.79,flatten,19.64,1
2021-04-29,1,60000,2021-04-29 09:30:00-05:00,-0.00367,2021-04-29 11:00:00-05:00,-0.00621,-154.75,stop,19.6,1
2021-04-30,-1,60000,2021-04-30 09:30:00-05:00,0.0047,2021-04-30 13:00:00-05:00,0.00128,201.31,reverted,19.61,1
2021-05-03,1,60000,2021-05-03 10:00:00-05:00,-0.0034,2021-05-03 10:30:00-05:00,-0.00678,-202.28,stop,19.65,1
2021-05-04,1,60000,2021-05-04 09:30:00-05:00,-0.00587,2021-05-04 10:00:00-05:00,-0.00831,-143.73,stop,19.94,1
2021-05-07,1,60000,2021-05-07 12:30:00-05:00,-0.00578,2021-05-07 14:52:00-05:00,-0.00591,9.32,flatten,19.64,1
2021-05-10,1,60000,2021-05-10 09:30:00-05:00,-0.00798,2021-05-10 10:30:00-05:00,-0.01073,-164.25,stop,19.73,1
2021-05-11,-1,60000,2021-05-11 09:30:00-05:00,0.00737,2021-05-11 10:00:00-05:00,0.01074,-202.04,stop,20.21,1
2021-05-13,1,60000,2021-05-13 09:30:00-05:00,-0.00588,2021-05-13 14:52:00-05:00,-0.00963,-228.74,flatten,20.23,1
2021-05-19,-1,60000,2021-05-19 09:30:00-05:00,0.00813,2021-05-19 14:52:00-05:00,0.00891,-23.54,flatten,20.41,1
2021-05-21,1,58612,2021-05-21 09:30:00-05:00,-0.00518,2021-05-21 14:52:00-05:00,-0.00606,-94.01,flatten,19.43,1
2021-09-29,1,60000,2021-09-29 11:30:00-05:00,-0.00389,2021-09-29 14:52:00-05:00,-0.0033,54.33,flatten,18.78,1
2021-09-30,-1,60000,2021-09-30 09:30:00-05:00,0.00329,2021-09-30 12:00:00-05:00,0.00576,-148.54,stop,18.72,1
2021-10-01,1,60000,2021-10-01 09:30:00-05:00,-0.00328,2021-10-01 14:52:00-05:00,-0.00322,6.55,flatten,19.06,1
2021-10-04,1,60000,2021-10-04 09:30:00-05:00,-0.00623,2021-10-04 14:52:00-05:00,-0.00636,-77.36,flatten,19.01,1
2021-10-05,-1,60000,2021-10-05 11:30:00-05:00,0.00487,2021-10-05 14:52:00-05:00,0.00381,72.44,flatten,18.79,1
2021-10-06,-1,60000,2021-10-06 09:30:00-05:00,0.0054,2021-10-06 14:52:00-05:00,0.00258,195.65,flatten,18.93,1
2021-10-08,1,60000,2021-10-08 10:00:00-05:00,-0.00388,2021-10-08 14:52:00-05:00,-0.00451,-55.65,flatten,18.61,1
2021-10-11,-1,60000,2021-10-11 13:30:00-05:00,0.00437,2021-10-11 14:52:00-05:00,0.00242,101.4,flatten,18.69,1
2021-10-12,1,60000,2021-10-12 10:00:00-05:00,-0.00466,2021-10-12 14:52:00-05:00,-0.00292,117.73,flatten,18.83,1
2021-10-18,-1,60000,2021-10-18 13:00:00-05:00,0.00506,2021-10-18 14:52:00-05:00,0.00635,-59.96,flatten,18.22,1
2021-10-20,1,60000,2021-10-20 11:30:00-05:00,-0.00463,2021-10-20 14:52:00-05:00,-0.00537,-37.03,flatten,18.02,1
2021-10-21,-1,60000,2021-10-21 09:30:00-05:00,0.00371,2021-10-21 14:52:00-05:00,0.00427,-38.75,flatten,18.0,1
2021-10-22,1,60000,2021-10-22 10:30:00-05:00,-0.00395,2021-10-22 14:52:00-05:00,-0.0052,-93.82,flatten,18.03,1
2021-10-26,-1,60000,2021-10-26 09:30:00-05:00,0.00317,2021-10-26 11:00:00-05:00,-0.00031,214.12,reverted,17.75,1
2021-10-27,-1,60000,2021-10-27 09:30:00-05:00,0.00418,2021-10-27 11:00:00-05:00,0.00654,-135.53,stop,17.83,1
